T2_fan_inlet_temp,T24_lpc_outlet_temp,T30_hpc_outlet_temp,T50_lpt_outlet_temp,P2_fan_inlet_pres,P15_bypass_duct_pres,P30_hpc_outlet_pres,Nf_fan_speed,Nc_core_speed,epr_engine_pres_ratio,Ps30_hpc_static_pres,phi_ratio_fuel_flow,NRf_corrected_fan_speed,NRc_corrected_core_speed,BPR_bypass_ratio,fault
520.4446330298333,639.5436280112929,1572.6271146647543,1389.7950977746284,14.739118481296355,21.566595565017796,548.5476372505462,2386.647855770846,9089.142397182412,1.3074743417730346,46.87605282880044,512.471436920386,2401.190139089439,8095.1563779350045,8.473654034555773,1
517.6363987224729,643.514097788751,1596.492621268602,1368.7999166904256,14.139649504518388,21.42923300062755,547.8982499779976,2385.1269136766837,9032.937944294825,1.3042254799229027,48.613687933422135,522.3237749760873,2360.0370937484613,8182.226418419745,8.47396245947683,0
518.0349677968436,641.2206168458249,1625.952900704421,1347.4777670992958,14.704054830186665,21.719260219638585,560.4967648459193,2392.1290866976296,8921.570083397615,1.2838955745632028,48.49172284344011,548.942653701915,2390.6492249794537,8148.520011708578,8.35933105038198,1
517.1364619788972,635.1228335661306,1592.5544544136244,1425.0359229251674,13.943112806697386,21.48313752013434,548.3029137217517,2405.8341761885486,9065.992935583316,1.3004717368801182,46.78603303439655,550.8904174487103,2401.4592439016956,8267.70767167216,8.563463375095743,1
520.3959691428819,639.030185160119,1573.4468240181682,1443.4215749821337,14.984264178342517,21.415368063658992,554.9129891941466,2372.0417335651355,9091.957634115588,1.2963228691528292,46.95122790937573,512.1097957366727,2403.0631193446484,8097.856295807646,8.415537547470139,1
520.040960675485,641.7132161680645,1600.547293185744,1390.1975344839864,14.53299195444081,21.466866297609986,562.5192558244253,2380.099228156207,9048.32053488461,1.3023609470879773,48.92222989678112,505.57344235288997,2397.2929699807055,8200.827289138268,8.204629060573836,0
517.2917609458943,644.4130483681336,1637.60840306198,1393.1493477729027,15.026301498124319,21.611895816709996,533.8846846779039,2389.1904411874475,9055.845605166576,1.299257452118066,47.63542539418017,531.4722330707075,2364.0605284170874,8137.0886715457855,8.34336214381392,0
518.2602202063213,642.8293440379167,1598.808565998007,1403.7443896864322,14.528996747769614,21.585964668819816,553.7037192428285,2374.0533667917994,9100.359861542804,1.2884683470370135,48.81036711010831,521.2859063127568,2391.744070172565,8135.751451915062,8.477820997369493,0
517.6141130500296,633.6867257733716,1555.507009653819,1406.6716744066941,14.390996651776804,21.432264938929553,567.0637173632506,2395.4618962397803,9032.35770323375,1.2887782945100419,48.23468966868011,513.4387101076335,2397.4205857632523,8107.637048143519,8.248486113241235,0
519.6935375541655,637.5466080660395,1596.6006798695093,1422.0507842620032,15.219684565148347,21.773212127756043,535.3100971358948,2379.11021669034,9101.84846412321,1.3026048635750875,47.03267540019207,516.3363558608111,2373.631729484164,8032.462351452099,8.471877025833498,1
516.9312421379225,637.4609190703484,1593.4951311675686,1409.92547584589,14.581915483870775,21.808529561793517,529.9616099962196,2393.888141047635,9101.433694065236,1.3230448570844855,47.37559198351065,502.06594440773085,2377.4487398828173,8102.797232584761,8.327071310430833,1
516.6720536018713,638.0420926267335,1613.9145519014023,1382.064945107022,14.623864570329987,21.72498934443708,551.2867408204717,2397.962022399072,9093.155439973018,1.2841787676121919,48.105222863718474,538.0644153046974,2410.851339131448,8153.219331442112,8.294860337495695,1
521.2929116947813,636.4806042097321,1581.6218776402618,1405.921735577883,14.9207297130506,21.621063840424863,548.2095312155548,2382.5662936162166,9096.429448457682,1.2981513100477922,46.79023855315771,526.2445936221153,2397.5317916039703,8088.339968568912,8.554085725974478,1
515.331722746559,637.3480661348783,1637.7028894326133,1311.5262719462241,15.024219449437844,21.695197619583347,539.2160402461483,2393.690736428498,8862.508756103147,1.2957780649386648,46.96122263690007,558.9936067855626,2372.488905578247,8067.149275061256,8.240404456772469,0
514.7368176510091,639.5156051172518,1572.545891516483,1388.9866814916652,13.732889369582244,21.812623494364157,563.9078999756182,2387.3317721919257,9080.036323339355,1.283958878607608,49.821157328874285,517.937594109718,2378.731976859076,8195.166169775846,8.29900157523634,0
